UrSEC Description,,,,,,,,,,
تشریح,جذبات,صنف,اداکار,اداکار  کاآئی ڈی نمبر,نمونہ کی شکل,نمونہ کی شرح,فارمیٹ,دورانیہ سیکنڈز میں ,فائل کا نام,سیریل نمبر
لیکن تمہاری عافیت کی ڈور میرے ہاتھ میں ہے,خوف,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,3,5_0_2_16,1466
کوئی نیا تماشہ کرنے سے پہلے یہ یاد رکھنا,خوف,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,3,5_0_2_17,1467
تمہارے پرانے تماشوں کا تماشائی یہی ہے,خوف,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,4,5_0_2_18,1468
یہاں کس کس کے کمرے ہیں,خوف,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,1,5_0_2_19,1469
یارا جی دعا کریں کہ وہ لڑکی بچ جائے,خوف,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,2,5_0_2_20,1470
تو اس نے خودکشی کی یا کسی نے اسے چھت سے دھکا دیا,خوف,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,3,5_0_2_21,1471
جب وہ چھت سے نیچے گری تو تم کہاں تھے,خوف,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,1,5_0_2_22,1472
سمجھ نہیں ا رہا کو گری ہے یا اسے گرایا گیا ہے,خوف,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,2,5_0_2_23,1473
اس کا مطلب ہے کہ اس کا موبائل ابھی بھی اس گھر میں ہے,خوف,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,2,5_0_2_24,1474
کون تھا وہ بولیں پلیز,خوف,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,4,5_0_2_25,1475
یار یہ سائن ویجیٹل,خوف,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,2,5_0_2_26,1476
خود ہی کیس لڑیں گے خود ہی مدعی بنیں گے اور ہم ایف ائی ار بھی کاٹیں گے,خوف,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,5,5_0_2_27,1477
اس بیچاری کو اپ سے بہت امیدیں تھی,خوف,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,2,5_0_2_28,1478
یہ بتاؤ کیا کر سکتے ہیں لیکن گناہ تو ہوا ہے نا,خوف,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,4,5_0_2_29,1479
راجہ بھیڑیا نکلا,خوف,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,2,5_0_2_30,1480
نا نا نا نا نا نا میں اپنے حصے میں سے کچھ بھی نہیں دوں گا,خوف,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,3,5_0_2_31,1481
اور نانا نا سر بالکل بالکل بھی نہیں,خوف,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,2,5_0_2_32,1482
سر کیا کہہ رہے ہیں  اواز نہیں ارہی سر بالکل نہیں اواز نہیں ا رہی سر,خوف,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,4,5_0_2_33,1483
ذرا سوچو ہیں بڑے اوکھے لوگ ہیں,خوف,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,3,5_0_2_34,1484
غریب ادمی ہے وہ تمہارے چھوٹے چھوٹے بچے ہیں,خوف,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,3,5_0_2_35,1485
فرض کرو اگر تمہاری بیٹی کو اغوا کر لے یا مروا دے تو,خوف,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,4,5_0_2_36,1486
اؤ اؤ یہ دیکھو یہ دیکھو,خوف,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,3,5_0_2_37,1487
سر جی کوئی گستاخی ہوئی ہے,خوف,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,1,5_0_2_38,1488
اب وہ وہ سر خاموش کرانے کا بل,خوف,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,3,5_0_2_39,1489
اوئے ہوئے اوئے ہوئے  تفشیش کے دوران جو مار پڑتی ہے,خوف,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,3,5_0_2_40,1490
علا مہ علا مہ اوئے ہوئے ہوئے ہوئے,خوف,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,4,5_0_2_41,1491
اور ٹھیک ہے ٹھیک ہے ٹھیک ہے میں ا رہا ہوں ا رہا ہوں,خوف,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,2,5_0_2_42,1492
چل چلو جلدی بیٹھے بیٹھے اوکے اوکے اوکے چل چل,خوف,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,2,5_0_2_43,1493
جیسا بھی ہے تو سیدھا سیدھا الزام ہی,خوف,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,3,5_0_2_44,1494
میں غریب ادمی ہوں,خوف,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,2,5_0_2_45,1495
اپ دیکھیں حضور یہ بول رہا ہے نا ان کے جو ورڈز ہیں نا وہ سنائی نہیں دیتے,خوف,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,5,5_0_2_46,1496
یہ یہ سر جھوٹ بول رہا ہے حضور یہ بالکل جھوٹ بول رہا ہے خوامخواہ الزام لگا رہا ہے,خوف,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,5,5_0_2_47,1497
ایک بات یاد رکھیے گا میں اتنی اسانی سے بھلائی جانے والا نہیں ہوں,خوف,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,6,5_0_2_48,1498
اوئے اسے کہتے ہیں مکا فات عمل دوسروں کی ماں بیٹوں کے ساتھ کرتا ہے اج تیری بہن کے ساتھ بھی,خوف,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,4,5_0_2_49,1499
اس وقت میں تھا اور میرے ساتھ حوالدار نعیم تھا,خوف,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,4,5_0_2_50,1500
ارے منشی کیا مدد کروں,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,3,5_0_3_01,1501
آئے گا یہی آئے گا,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,2,5_0_3_02,1502
میاں جی واعظ علیہ,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,4,5_0_3_03,1503
چل بہت پہلے سے جانتا ہوں میں اِست کو,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,6,5_0_3_04,1504
تیرے مشورے پہ عمل کر کے بھی دیکھ لیتے ہیں,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,3,5_0_3_05,1505
تھوڑا سا قرضہ ہے اور مل جائے,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,2,5_0_3_06,1506
شا کِرہ بوجھ نہیں ہے,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,2,5_0_3_07,1507
ہاں مل گئے نا,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,2,5_0_3_08,1508
میں وہی بول رہا ہوں,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,2,5_0_3_09,1509
چھوڑو اِن باتوں کو,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,1,5_0_3_10,1510
میں تو خود چاہ رہا ہوں چلو گھر چلے جاؤ,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,2,5_0_3_11,1511
تمہارا باپ اتنا بیمار نہیں ہوا,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,2,5_0_3_12,1512
عادت بگڑ جائے گی,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,1,5_0_3_13,1513
چلو جی اب تو بہت سخت بھوک لگ رہی ہے,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,2,5_0_3_14,1514
میری مینااء,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,2,5_0_3_15,1515
کہاں ہو میری میناء,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,2,5_0_3_16,1516
آہ بڑی مہربانی آپکی,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,2,5_0_3_17,1517
کا سوچ رہی ہو بیتا,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,2,5_0_3_18,1518
ہوووں دبئی میں آپ کے مطابق,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,4,5_0_3_19,1519
گُٹھنے ہمیشہ پیٹ کی طرف ہی جھکتے ہیں بیٹا,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,2,5_0_3_20,1520
اس گھر میں لوئ وہ لڑکی,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,2,5_0_3_21,1521
وہ سا سار سا,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,1,5_0_3_22,1522
آپ چاہیں یا نہ چاہیں,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,2,5_0_3_23,1523
سیدھا آپ کے گھر تشریف لے کے آگیا ہوں,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,3,5_0_3_24,1524
کیا اِن چکروں میں پڑنا تڑنا,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,2,5_0_3_25,1525
ایف۔آئ۔آر غائب بیان غائب سمجھو کچھ ہوا ہی نہیں ہے,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,5,5_0_3_26,1526
او ہو لگتا ہے یہ ساری جا ئیداد بابا جی نے بنائی ہے,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,3,5_0_3_27,1527
جس دن میں وردی میں آیا نا پورا کروڑ لوں گا,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,4,5_0_3_28,1528
میں نے تو پلاٹ پسند کیا تھا,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,2,5_0_3_29,1529
او سر رہنے دیں,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,1,5_0_3_30,1530
ابھی عشق کے امتحاں اور بھی ہیں,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,3,5_0_3_31,1531
اے ہاں بلکل بلکل بلکل بلکل بلکل,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,3,5_0_3_32,1532
آ با با جی یہ بات دراصل یہ ہے کہ یہ معاملہ بہت ہی نازک ہے,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,6,5_0_3_33,1533
ذرا آہستہ آہستہ آہستہ آگے بڑہیں گے,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,5,5_0_3_34,1534
آآآ اِس بیان پہ یقین تو ہے نا آپ کو جی,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,5,5_0_3_35,1535
بہت دیر کر دی مہرباں آتے,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,4,5_0_3_36,1536
ہاں تو تم بھی پیسے بناؤنا,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,2,5_0_3_37,1537
یہ چلی گئی گئی واپس نہیں آنے والی,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,3,5_0_3_38,1538
چا چا جی ذرا سمجھنے کی کوشش کرو,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,4,5_0_3_39,1539
ڈر تو ایسے رہا ہے جیسے تم ہی مندر ہو تم ہی پوجا ہو,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,5,5_0_3_40,1540
سر بلائیں گے ضرور بلائیں گے کیوں نہیں بلائیں گے,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,3,5_0_3_41,1541
او یار ایسے کر یہاں نا بھاگ کے نا,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,3,5_0_3_42,1542
ہم بھی نایاب ہے اور کہانی بھی بڑی نایاب ہے,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,4,5_0_3_43,1543
ہاں بات تو بلکل ٹھیک ہے آپکی,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,2,5_0_3_44,1544
ہائے۔۔۔ یار و,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,1,5_0_3_45,1545
چلو تو پھر ہم دکھاتے ہیں۔    ہوں ں ں,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,4,5_0_3_46,1546
اوررر  وہ مجھے کچھ فایدہ چاہیے,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,3,5_0_3_47,1547
سر جی میرا ہر کام میں حصہ ہوتا ہے,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,5,5_0_3_48,1548
یہ جو نوٹوں کی گڈیاں ہوتی ہیں نہ اور اُن کی خوشبو۔     وآآب,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,8,5_0_3_49,1549
ضابطے کی کاروائی ہے جی,بوریت,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,2,5_0_3_50,1550
پہلے انہیں بلایا تھا تو ان کے عقل گھاس چل رہی تھی,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,5,5_0_4_01,1551
ان کو ذمہ داری کرنی تھی فصل کاٹنی تھی,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,4,5_0_4_02,1552
بھائی یہ جرگا ہے ولیمے کی دعوت نہیں کہ سب میں سب کو پیغام بھیجتا ہوں,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,4,5_0_4_03,1553
منشی تو کیا مجھے بے وقوف ادمی سمجھتا ہے,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,3,5_0_4_04,1554
وال چٹے ہو جائیں تو دماغ میں کوئی رنگ ونگ نہیں رہتا,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,5,5_0_4_05,1555
ائے کیا مصیبت ہے,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,3,5_0_4_06,1556
میں ابھی انہیں دیکھ کر اتا ہوں,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,1,5_0_4_07,1557
میں جا کر ابھی ان کا بندوبست کرتا ہوں اور دیکھتا ہوں کہ وہ پھر کیسے میری بیوی کو تنگ کرتے ہیں,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,3,5_0_4_08,1558
تور کیا اپ تو جالی بابا لگتے ہو,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,1,5_0_4_09,1559
ہٹاؤ اسے پرے کرو,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,1,5_0_4_10,1560
مجھے لگتا ہے یہ ساری نحوست انہی پتلیوں کی وجہ سے ہے,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,3,5_0_4_11,1561
تم تو چپ رہو یاسمین,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,1,5_0_4_12,1562
ہاں دماد ہونے کا یہ مطلب نہیں ہے کہ تم حد پار کرو,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,4,5_0_4_13,1563
کیا سمجھتے ہو تم,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,1,5_0_4_14,1564
تم اپنا گناہ سماجی کاموں اور لوگوں کے کام اور لوگوں کی مدد کر کے چھپا لو گی,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,5,5_0_4_15,1565
اسی وقت غلطی کرتا ہے وہ,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,3,5_0_4_16,1566
سر اونچا بولیں نا سمجھ ائے,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,1,5_0_4_17,1567
واہ واہ واہ واہ اپ نے تو میدان صاف کروا دیا سر,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,4,5_0_4_18,1568
بڑے افسوس کی بات ہے یارا جی,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,2,5_0_4_19,1569
اپ کے گھر اپ کی چھت کے نیچے  اس بچی کی عزت پر ہاتھ ڈالا گیا,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,6,5_0_4_20,1570
ڈاکٹرز کے مطابق اس کے جسم گردن اور بازو اور ہاتھ پر زخم کے نشان ہیں,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,5,5_0_4_21,1571
اس کو بری طرح زدوکو کیا گیا ہے,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,2,5_0_4_22,1572
اپ سے سوالات کیسے نہیں ہو سکتے,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,2,5_0_4_23,1573
دیکھیں اگر رب مجھے نواز رہا ہے تو اپ کو کیا تکلیف ہے,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,2,5_0_4_24,1574
اور اپنی ذاتی گاڑی پر پیٹرول فوک ٹر,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,5,5_0_4_25,1575
اور یہ یار یہ بڑے لوگ بہت ہی کمینے ہوتے ہیں,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,3,5_0_4_26,1576
مجھے اس غریب کو 10 لاکھ دیتے ہوئے ان کی جان جاتی ہے,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,2,5_0_4_27,1577
بابا جی اپ کو نہیں پتہ اج کل کیا لڑکیاں کرتی پھر رہی ہیں,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,3,5_0_4_28,1578
اس گھر کی بہو راضی ہو گئی ہیں,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,3,5_0_4_29,1579
تم مجھ پہ شک کر رہے ہیں مجھ کو الزام لگا رہے ہو,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,3,5_0_4_30,1580
پیسے پکڑو اور اپنا بڑھاپہ سوارو,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,2,5_0_4_31,1581
اگر میری نیت میں فتور ہوتا نا تو میں تمہارے گھر میں کبھی تمہیں بتانے نہ اتا,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,4,5_0_4_32,1582
ہاں بابا جی اس وقت باپ کا فرض نبھا رہا تھا نہ,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,4,5_0_4_33,1583
جانتے ہو یہ کون ہے یہ بھی یہی کہہ رہا تھا کہ نہیں چھوڑوں گا بدلہ لوں گا,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,4,5_0_4_34,1584
کیا کیا ہے ہم نے بچا تو سکے نہیں,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,3,5_0_4_35,1585
جا جا کر اندر بتا عامر خان ایا ہے,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,2,5_0_4_36,1586
میمونہ سارا گھر ہی نمونوں کا ہے,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,4,5_0_4_37,1587
مجھے کیا پتہ تھا منحوس ایس پی صاحب ا جائیں گے اور یہ چکر ہو جائے گا,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,3,5_0_4_38,1588
کوئی افسر کو گھورتا ہے,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,1,5_0_4_39,1589
کیا کرو جاہل لوگ ہیں بدتمیز لوگ ہیں  ان کو کوئی عقل نہیں ہے,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,6,5_0_4_40,1590
سر اتنا بڑا فارم ہاؤس بنایا ہے اور پلیٹیں چھوٹی چھوٹی,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,3,5_0_4_41,1591
چل بیٹھ جا تجھ سے کیا پوچھنا کیا کھائے گا اور کیا نہیں,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,2,5_0_4_42,1592
ہیلو کام کی تو بات کر رہا ہوں میں,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,1,5_0_4_43,1593
پیٹ بھرے گا تو مجھے کوئی سمجھ ائے گی نا مجھے تو کچھ سمجھ ہی نہیں ا رہی  تم سے کیا بات کروں,ناگواری,مرد,نیر اعجاز,5,32-Bit Float,41100 Hz,WAV,3,5_0_4_44,1594
